AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
This file was generated automatically by bladeDES.
9           Number of airfoil tables in this file
0.03000  0.05000  0.06000  0.07500  0.10000  0.12500  0.15000  0.20000  0.25000           Table ID parameter (Reynolds number in millions)
5.94728  6.27069  6.46599  6.84011  5.04866  5.24371  6.11776  6.74771  7.65939           Stall angle (deg)
  0 0 0 0 0 0 0 0 0  useless empty line
  0 0 0 0 0 0 0 0 0  useless empty line
  0 0 0 0 0 0 0 0 0  useless empty line
  -3.28229  -3.87552  -3.97447  -4.12417  -3.37596  -3.73894  -4.59901  -4.47592  -4.35809            Zero lift angle of attack (deg)
  0.09556  0.09516  0.09538  0.09432  0.10853  0.10247  0.09446  0.09276  0.09091              Cn slope for zero lift (dimensionless)
  0.98685  1.09174  1.11416  1.14439  1.02527  1.04949  1.14144  1.17174  1.20709              Cn at stall value for positive angle of attack
  -0.27431  -0.35029  -0.29317  -0.36841  -0.40722  0.03919  -0.18464  -0.31922  -0.42806              Cn at stall value for negative angle of attack
  0.01745  0.03491  0.06981  0.06981  0.06981  0.03491  0.00000  0.00000  0.00000              Angle of attack for minimum CD (deg)
  0.12417  0.07070  0.06432  0.05906  0.06403  0.05915  0.06030  0.05521  0.04796              Minimum CD value
-180.000 0.0000 0.1472 0.0000 0.1190 0.0000 0.0974 0.0000 0.0865 0.0000 0.0789 0.0000 0.0788 0.0000 0.0901 0.0000 0.0982 0.0000 0.0656 
-178.214 0.0491 0.1482 0.0517 0.1200 0.0515 0.0984 0.0510 0.0876 0.0505 0.0799 0.0506 0.0799 0.0523 0.0912 0.0528 0.0993 0.0509 0.0666 
-176.429 0.0982 0.1512 0.1034 0.1230 0.1029 0.1015 0.1019 0.0906 0.1009 0.0830 0.1012 0.0830 0.1045 0.0942 0.1056 0.1023 0.1017 0.0697 
-174.643 0.1473 0.1561 0.1551 0.1281 0.1544 0.1065 0.1529 0.0957 0.1514 0.0881 0.1518 0.0881 0.1568 0.0993 0.1585 0.1074 0.1526 0.0748 
-172.857 0.1964 0.1630 0.2069 0.1351 0.2058 0.1136 0.2039 0.1028 0.2018 0.0953 0.2024 0.0952 0.2091 0.1064 0.2113 0.1144 0.2034 0.0820 
-171.071 0.2455 0.1719 0.2586 0.1440 0.2573 0.1227 0.2549 0.1119 0.2523 0.1044 0.2530 0.1043 0.2614 0.1155 0.2641 0.1235 0.2543 0.0912 
-169.286 0.2946 0.1826 0.3103 0.1549 0.3087 0.1336 0.3058 0.1230 0.3028 0.1155 0.3036 0.1154 0.3136 0.1265 0.3169 0.1344 0.3051 0.1023 
-167.500 0.3437 0.1951 0.3620 0.1676 0.3602 0.1465 0.3568 0.1359 0.3532 0.1285 0.3542 0.1284 0.3659 0.1394 0.3698 0.1473 0.3560 0.1153 
-165.714 0.3928 0.2095 0.4137 0.1822 0.4116 0.1612 0.4078 0.1507 0.4037 0.1433 0.4048 0.1432 0.4182 0.1542 0.4226 0.1620 0.4068 0.1302 
-163.929 0.4420 0.2256 0.4654 0.1985 0.4631 0.1777 0.4588 0.1673 0.4542 0.1600 0.4554 0.1599 0.4705 0.1707 0.4754 0.1785 0.4577 0.1469 
-162.143 0.4911 0.2434 0.5171 0.2165 0.5145 0.1959 0.5097 0.1856 0.5046 0.1783 0.5060 0.1783 0.5227 0.1890 0.5282 0.1967 0.5085 0.1654 
-160.357 0.5402 0.2627 0.5689 0.2362 0.5660 0.2158 0.5607 0.2056 0.5551 0.1984 0.5566 0.1983 0.5750 0.2089 0.5810 0.2165 0.5594 0.1855 
-158.571 0.5893 0.2836 0.6206 0.2574 0.6174 0.2372 0.6117 0.2271 0.6055 0.2200 0.6072 0.2200 0.6273 0.2304 0.6339 0.2379 0.6102 0.2072 
-156.786 0.6384 0.3059 0.6723 0.2800 0.6689 0.2601 0.6627 0.2502 0.6560 0.2432 0.6578 0.2431 0.6795 0.2534 0.6867 0.2608 0.6611 0.2304 
-155.000 0.6875 0.3296 0.7240 0.3040 0.7203 0.2845 0.7136 0.2746 0.7065 0.2677 0.7084 0.2676 0.7318 0.2778 0.7395 0.2851 0.7119 0.2550 
-150.357 0.6372 0.3968 0.6659 0.3722 0.6630 0.3535 0.6577 0.3440 0.6521 0.3374 0.6536 0.3373 0.6720 0.3471 0.6780 0.3540 0.6564 0.3250 
-145.714 0.5991 0.4705 0.6219 0.4472 0.6196 0.4294 0.6154 0.4204 0.6109 0.4141 0.6122 0.4140 0.6267 0.4233 0.6315 0.4299 0.6143 0.4020 
-141.071 0.5655 0.5489 0.5836 0.5269 0.5818 0.5101 0.5785 0.5017 0.5750 0.4957 0.5759 0.4957 0.5875 0.5044 0.5913 0.5105 0.5777 0.4840 
-136.429 0.5321 0.6297 0.5464 0.6092 0.5449 0.5936 0.5423 0.5857 0.5395 0.5802 0.5403 0.5801 0.5495 0.5882 0.5525 0.5939 0.5417 0.5688 
-131.786 0.4960 0.7107 0.5072 0.6919 0.5061 0.6775 0.5041 0.6703 0.5019 0.6652 0.5025 0.6651 0.5096 0.6725 0.5120 0.6777 0.5035 0.6542 
-127.143 0.4560 0.7897 0.4646 0.7727 0.4637 0.7596 0.4621 0.7530 0.4604 0.7484 0.4609 0.7484 0.4664 0.7551 0.4682 0.7597 0.4617 0.7379 
-122.500 0.4111 0.8645 0.4176 0.8493 0.4169 0.8377 0.4158 0.8319 0.4145 0.8278 0.4148 0.8277 0.4190 0.8336 0.4203 0.8376 0.4155 0.8177 
-117.857 0.3614 0.9329 0.3661 0.9198 0.3656 0.9097 0.3648 0.9046 0.3639 0.9010 0.3641 0.9010 0.3671 0.9061 0.3681 0.9095 0.3646 0.8915 
-113.214 0.3072 0.9932 0.3104 0.9821 0.3100 0.9735 0.3095 0.9693 0.3088 0.9663 0.3090 0.9662 0.3110 0.9704 0.3117 0.9732 0.3093 0.9572 
-108.571 0.2490 1.0434 0.2511 1.0345 0.2508 1.0276 0.2505 1.0241 0.2501 1.0217 0.2502 1.0216 0.2515 1.0250 0.2519 1.0271 0.2504 1.0132 
-103.929 0.1880 1.0823 0.1891 1.0755 0.1890 1.0703 0.1888 1.0677 0.1886 1.0658 0.1886 1.0658 0.1893 1.0682 0.1896 1.0696 0.1887 1.0579 
-99.286 0.1252 1.1085 0.1257 1.1040 0.1256 1.1005 0.1255 1.0987 0.1254 1.0975 0.1255 1.0974 0.1258 1.0990 0.1259 1.0996 0.1255 1.0901 
-94.643 0.0620 1.1213 0.0622 1.1190 0.0621 1.1172 0.0621 1.1164 0.0621 1.1157 0.0621 1.1157 0.0622 1.1163 0.0622 1.1163 0.0621 1.1089 
-90.000 0.0000 1.1201 0.0000 1.1201 0.0000 1.1201 0.0000 1.1201 0.0000 1.1201 0.0000 1.1201 0.0000 1.1197 0.0000 1.1190 0.0000 1.1138 
-85.357 -0.0620 1.1213 -0.0622 1.1190 -0.0621 1.1172 -0.0621 1.1164 -0.0621 1.1157 -0.0621 1.1157 -0.0622 1.1163 -0.0622 1.1163 -0.0621 1.1089 
-80.714 -0.1252 1.1085 -0.1257 1.1040 -0.1256 1.1005 -0.1255 1.0987 -0.1254 1.0975 -0.1255 1.0974 -0.1258 1.0990 -0.1259 1.0996 -0.1255 1.0901 
